LeftFrameNumber LeftFrameNumberRaw LeftSeconds LeftPupilX LeftPupilY LeftPupilWidth LeftPupilHeight LeftPupilAngle LeftIrisRadius LeftTorsion LeftUpperEyelid LeftLowerEyelid LeftDataQuality LeftCR1X LeftCR1Y LeftCR2X LeftCR2Y LeftCR3X LeftCR3Y LeftCR4X LeftCR4Y LeftCR5X LeftCR5Y RightFrameNumber RightFrameNumberRaw RightSeconds RightPupilX RightPupilY RightPupilWidth RightPupilHeight RightPupilAngle RightIrisRadius RightTorsion RightUpperEyelid RightLowerEyelid RightDataQuality RightCR1X RightCR1Y RightCR2X RightCR2Y RightCR3X RightCR3Y RightCR4X RightCR4Y RightCR5X RightCR5Y AccelerometerX AccelerometerY AccelerometerZ GyroX GyroY GyroZ MagnetometerX MagnetometerY MagnetometerZ Int0 Int1 Int2 Int3 Int4 Int5 Int6 Int7 Double0 Double1 Double2 Double3 Double4 Double5 Double6 Double7 DebugTimeGrabbedLeft DebugTimeGrabbedRight DebugTimeProcessed
45248 1757 17.7475 99.3459 91.0524 55.6789 62.4857 -61.4950 80.0000 NaN 0.0000 0.0000 0.0000 130.1071 103.5893 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45248 1757 17.7475 146.9130 75.0620 51.9082 57.3740 -64.5743 80.0000 NaN 0.0000 0.0000 0.0000 161.8621 86.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.6609 706.2293 706.6655
45249 1758 17.7576 100.3860 90.9688 55.9498 62.5061 -61.9872 80.0000 NaN 0.0000 0.0000 0.0000 130.6792 103.6226 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45249 1758 17.7576 148.0445 74.6507 52.2100 57.5488 -64.1460 80.0000 NaN 0.0000 0.0000 0.0000 162.4464 86.2679 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.6758 706.2449 706.6807
45250 1759 17.7677 101.4030 90.8305 55.8521 62.5723 -59.0364 80.0000 NaN 0.0000 0.0000 0.0000 131.1754 103.5614 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45250 1759 17.7677 149.2597 74.3196 52.5560 57.4657 -62.9564 80.0000 NaN 0.0000 0.0000 0.0000 163.0820 86.0164 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.6910 706.2609 706.6945
45251 1760 17.7778 102.5863 90.7218 56.3167 62.4318 -58.6306 80.0000 NaN 0.0000 0.0000 0.0000 131.8621 103.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45251 1760 17.7778 150.3910 73.8806 52.5816 57.6738 -62.0400 80.0000 NaN 0.0000 0.0000 0.0000 163.9016 85.8033 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7058 706.2761 706.7105
45252 1761 17.7879 103.6748 90.4798 56.5167 62.4405 -58.8791 80.0000 NaN 0.0000 0.0000 0.0000 132.6481 103.4444 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45252 1761 17.7879 151.6316 73.4621 52.8633 57.8350 -61.0273 80.0000 NaN 0.0000 0.0000 0.0000 164.8246 85.5614 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7213 706.2913 706.7247
45253 1762 17.7980 104.7925 90.2135 56.5666 62.5116 -58.3797 80.0000 NaN 0.0000 0.0000 0.0000 133.2778 103.3148 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45253 1762 17.7980 152.7918 73.0606 52.9086 57.9205 -60.1762 80.0000 NaN 0.0000 0.0000 0.0000 165.3889 85.3889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7367 706.3066 706.7402
45254 1763 17.8081 105.9091 90.0222 56.6079 62.4679 -58.8639 80.0000 NaN 0.0000 0.0000 0.0000 134.0000 103.2692 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45254 1763 17.8081 154.2004 72.9905 53.1541 57.9929 -58.3759 80.0000 NaN 0.0000 0.0000 0.0000 165.9828 85.1724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7516 706.3218 706.7568
45255 1764 17.8182 106.9939 89.8127 56.8487 62.5180 -55.8717 80.0000 NaN 0.0000 0.0000 0.0000 134.4792 102.8958 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45255 1764 17.8182 155.1502 72.3789 53.4090 58.0237 -57.9892 80.0000 NaN 0.0000 0.0000 0.0000 166.7333 84.8833 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7671 706.3378 706.7701
45256 1765 17.8283 108.1965 89.6482 56.4768 62.0453 -54.8911 80.0000 NaN 0.0000 0.0000 0.0000 135.2885 102.8269 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45256 1765 17.8283 156.3422 71.9459 53.5643 58.1692 -56.8320 80.0000 NaN 0.0000 0.0000 0.0000 167.5000 84.8621 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7823 706.3527 706.7873
45257 1766 17.8384 109.3582 89.4139 56.6046 61.9384 -55.7698 80.0000 NaN 0.0000 0.0000 0.0000 135.6667 102.6471 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45257 1766 17.8384 157.5871 71.5207 53.7222 58.2993 -56.4045 80.0000 NaN 0.0000 0.0000 0.0000 168.2857 84.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.7975 706.3685 706.8020
45258 1767 17.8485 110.5090 89.1754 56.5129 62.0070 -55.8666 80.0000 NaN 0.0000 0.0000 0.0000 136.5000 102.6400 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45258 1767 17.8485 158.8938 71.0206 53.9022 58.3082 -55.0075 80.0000 NaN 0.0000 0.0000 0.0000 168.9821 84.0714 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8127 706.3837 706.8160
45259 1768 17.8586 111.7763 88.9982 56.8473 61.8257 -55.4292 80.0000 NaN 0.0000 0.0000 0.0000 137.2400 102.5600 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45259 1768 17.8586 160.3086 70.4920 54.1203 58.4776 -52.6757 80.0000 NaN 0.0000 0.0000 0.0000 169.8393 83.7143 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8288 706.3996 706.8360
45260 1769 17.8687 113.0674 88.8057 56.8735 61.7432 -53.0682 80.0000 NaN 0.0000 0.0000 0.0000 137.8039 102.4706 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45260 1769 17.8687 161.6543 70.0007 54.3053 58.4682 -52.5460 80.0000 NaN 0.0000 0.0000 0.0000 170.5660 83.4528 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8440 706.4146 706.8472
45261 1770 17.8788 114.2132 88.6286 57.0413 61.7348 -53.7066 80.0000 NaN 0.0000 0.0000 0.0000 138.5294 102.4314 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45261 1770 17.8788 163.1456 69.8883 54.4438 58.5944 -50.9021 80.0000 NaN 0.0000 0.0000 0.0000 171.5614 83.1754 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8602 706.4300 706.8645
45262 1771 17.8889 115.2581 88.4175 56.8788 61.8304 -51.6454 80.0000 NaN 0.0000 0.0000 0.0000 139.2076 102.2830 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45262 1771 17.8889 164.0553 69.3246 54.5247 58.6471 -50.5140 80.0000 NaN 0.0000 0.0000 0.0000 172.2456 83.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8762 706.4458 706.8809
45263 1772 17.8990 116.1554 88.3832 57.2104 61.6061 -52.0283 80.0000 NaN 0.0000 0.0000 0.0000 139.6000 102.4000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45263 1772 17.8990 165.1737 69.1222 54.7759 58.7320 -48.9261 80.0000 NaN 0.0000 0.0000 0.0000 172.9483 82.9483 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.8918 706.4609 706.8950
45264 1773 17.9091 117.1393 88.4260 57.2821 61.4568 -48.3247 80.0000 NaN 0.0000 0.0000 0.0000 140.2745 102.2745 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45264 1773 17.9091 166.2002 68.8397 54.9498 58.7625 -48.2650 80.0000 NaN 0.0000 0.0000 0.0000 173.5000 82.8621 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9078 706.4759 706.9134
45265 1774 17.9192 117.9065 88.2785 57.3886 61.4599 -48.0874 80.0000 NaN 0.0000 0.0000 0.0000 140.5714 102.3265 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45265 1774 17.9192 167.1488 68.7112 55.0465 58.8202 -47.2968 80.0000 NaN 0.0000 0.0000 0.0000 174.1379 82.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9239 706.4914 706.9281
45266 1775 17.9293 118.7000 88.2858 57.3329 61.5125 -49.4671 80.0000 NaN 0.0000 0.0000 0.0000 140.9787 102.2128 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45266 1775 17.9293 168.0393 68.5155 55.1628 58.8879 -45.8089 80.0000 NaN 0.0000 0.0000 0.0000 174.5000 82.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9394 706.5070 706.9425
45267 1776 17.9394 119.4597 88.3097 57.4055 61.3967 -49.4714 80.0000 NaN 0.0000 0.0000 0.0000 141.5000 102.3600 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45267 1776 17.9394 169.1051 68.6406 55.2184 58.8347 -46.1483 80.0000 NaN 0.0000 0.0000 0.0000 175.1071 82.4107 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9553 706.5226 706.9598
45268 1777 17.9495 120.2110 88.3852 57.4391 61.4260 -43.8519 80.0000 NaN 0.0000 0.0000 0.0000 141.7292 102.3750 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45268 1777 17.9495 170.0210 68.4620 55.3754 58.9126 -45.0907 80.0000 NaN 0.0000 0.0000 0.0000 175.5000 82.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9705 706.5374 706.9736
45269 1778 17.9596 120.9394 88.3881 57.3943 61.3670 -49.3492 80.0000 NaN 0.0000 0.0000 0.0000 142.2500 102.3750 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45269 1778 17.9596 170.8446 68.2314 55.4451 59.0176 -43.8770 80.0000 NaN 0.0000 0.0000 0.0000 176.2885 82.2885 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 706.9864 706.5525 706.9910
45270 1779 17.9697 121.6009 88.5057 57.6627 61.2703 -43.3817 80.0000 NaN 0.0000 0.0000 0.0000 142.6327 102.4694 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45270 1779 17.9697 171.6253 68.1051 55.5228 59.0976 -44.5857 80.0000 NaN 0.0000 0.0000 0.0000 176.6274 82.1961 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0013 706.5672 707.0075
45271 1780 17.9798 122.2124 88.5356 57.6297 61.2336 -48.8247 80.0000 NaN 0.0000 0.0000 0.0000 142.8542 102.4583 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45271 1780 17.9798 172.2590 68.0641 55.6574 59.0718 -43.4441 80.0000 NaN 0.0000 0.0000 0.0000 177.1509 82.1509 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0166 706.5828 707.0202
45272 1781 17.9899 122.8174 88.6054 57.4866 61.2491 -43.9273 80.0000 NaN 0.0000 0.0000 0.0000 143.2340 102.5532 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45272 1781 17.9899 173.0005 68.0236 55.7621 59.1704 -41.5613 80.0000 NaN 0.0000 0.0000 0.0000 177.4074 82.1111 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0323 706.5985 707.0367
45273 1782 18.0000 123.3258 88.6268 57.7322 61.2324 -43.6637 80.0000 NaN 0.0000 0.0000 0.0000 143.5306 102.5714 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45273 1782 18.0000 173.6110 67.9075 55.7729 59.2353 -41.0904 80.0000 NaN 0.0000 0.0000 0.0000 177.8113 82.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0478 706.6143 707.0526
45274 1783 18.0101 123.9581 88.7534 57.5440 61.1942 -42.7721 80.0000 NaN 0.0000 0.0000 0.0000 143.9111 102.7556 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45274 1783 18.0101 174.2087 67.9250 55.9411 59.2085 -40.1546 80.0000 NaN 0.0000 0.0000 0.0000 178.2222 82.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0638 706.6299 707.0672
45275 1784 18.0202 124.4211 88.7561 57.5897 61.0756 -47.6566 80.0000 NaN 0.0000 0.0000 0.0000 144.2889 102.8667 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45275 1784 18.0202 174.8602 67.9047 55.9505 59.2142 -38.9246 80.0000 NaN 0.0000 0.0000 0.0000 178.6296 82.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0795 706.6449 707.0840
45276 1785 18.0303 124.9500 88.9571 57.7004 61.0619 -41.3943 80.0000 NaN 0.0000 0.0000 0.0000 144.5000 103.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45276 1785 18.0303 175.3808 67.8203 56.0398 59.3009 -37.4874 80.0000 NaN 0.0000 0.0000 0.0000 178.9091 82.0546 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.0950 706.6609 707.0987
45277 1786 18.0404 125.4111 89.0737 57.7826 60.8937 -45.7208 80.0000 NaN 0.0000 0.0000 0.0000 144.6364 103.0455 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45277 1786 18.0404 175.9690 67.7380 56.1238 59.4180 -39.2351 80.0000 NaN 0.0000 0.0000 0.0000 179.3455 81.9273 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1106 706.6758 707.1147
45278 1787 18.0505 125.9590 89.1972 57.5953 60.9092 -42.5648 80.0000 NaN 0.0000 0.0000 0.0000 145.1333 102.9333 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45278 1787 18.0505 176.4988 67.6287 56.2037 59.3819 -38.5928 80.0000 NaN 0.0000 0.0000 0.0000 179.6071 81.7679 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1255 706.6910 707.1425
45279 1788 18.0606 126.4168 89.2110 57.6010 61.1846 -43.6372 80.0000 NaN 0.0000 0.0000 0.0000 145.5000 103.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45279 1788 18.0606 176.9845 67.5064 56.1844 59.4339 -38.9837 80.0000 NaN 0.0000 0.0000 0.0000 180.0000 81.7091 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1409 706.7058 707.1452
45280 1789 18.0707 126.9095 89.4047 57.6658 60.7492 -42.7219 80.0000 NaN 0.0000 0.0000 0.0000 145.6444 103.1333 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45280 1789 18.0707 177.4185 67.4309 56.3016 59.5685 -38.3371 80.0000 NaN 0.0000 0.0000 0.0000 180.3889 81.6111 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1567 706.7213 707.1620
45281 1790 18.0808 127.3353 89.4945 57.6683 60.9447 -40.7242 80.0000 NaN 0.0000 0.0000 0.0000 145.9302 103.2791 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45281 1790 18.0808 177.7753 67.5422 56.3361 59.5926 -38.3947 80.0000 NaN 0.0000 0.0000 0.0000 180.5000 81.5000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1724 706.7367 707.1770
45282 1791 18.0909 127.6190 89.6681 57.6124 61.0426 -40.1714 80.0000 NaN 0.0000 0.0000 0.0000 146.2609 103.6304 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45282 1791 18.0909 178.0007 67.6657 56.2978 59.5798 -37.2667 80.0000 NaN 0.0000 0.0000 0.0000 180.5614 81.8246 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.1877 706.7516 707.1908
45283 1792 18.1010 127.9756 89.8604 57.6627 60.9428 -39.1649 80.0000 NaN 0.0000 0.0000 0.0000 146.4286 103.6735 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45283 1792 18.1010 178.1683 67.7687 56.4559 59.7146 -37.9577 80.0000 NaN 0.0000 0.0000 0.0000 180.5614 81.8246 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.2036 706.7671 707.2078
45284 1793 18.1111 128.3055 90.0034 57.6895 60.9369 -42.6885 80.0000 NaN 0.0000 0.0000 0.0000 146.5556 103.9333 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45284 1793 18.1111 178.3425 67.9858 56.4806 59.6539 -36.8686 80.0000 NaN 0.0000 0.0000 0.0000 180.6545 82.0727 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.2187 706.7823 707.2221
45285 1794 18.1212 128.5330 90.2981 57.7909 60.8177 -40.5424 80.0000 NaN 0.0000 0.0000 0.0000 146.9130 104.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45285 1794 18.1212 178.4098 68.2127 56.5407 59.7127 -37.8830 80.0000 NaN 0.0000 0.0000 0.0000 180.7818 82.1273 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.2338 706.7975 707.2389
45286 1795 18.1313 128.8541 90.6632 57.7032 60.5701 -42.7605 80.0000 NaN 0.0000 0.0000 0.0000 147.2444 104.2889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 45286 1795 18.1313 178.5380 68.4220 56.6251 59.7475 -37.5575 80.0000 NaN 0.0000 0.0000 0.0000 180.8793 82.2586 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0 0 0 0 0 0 0 0 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 707.2498 706.8127 707.2545
